team,games,total_yds,total_ypg,pass_yds,pass_ypg,rush_yds,rush_ypg,points,points_per_game
LSU,13,7066,543.5,4406,338.9,2658,204.5,,
Michigan,15,5740,382.7,3206,213.7,2536,169.1,,
Wisconsin,13,4956,381.2,2863,220.2,2093,161.0,,
Louisville,14,5811,415.1,3312,236.6,2499,178.5,,
Texas,14,6685,477.5,4047,289.1,2638,188.4,,
USC,13,6079,467.6,4329,333.0,1750,134.6,,
Florida St.,14,5622,401.6,3520,251.4,2103,150.2,,
Washington,15,6932,462.1,5156,343.7,1776,118.4,,
