player_id,player_name,position,team,bye_week,age,injury_status,projection_points,projection_rank,position_rank,tier,ceiling_projection,floor_projection,adp,adp_rank,expert_rank,projection_source,archetype_primary,archetype_confidence,injury_risk,durability_grade,boom_score,bust_score,stability_score,archetype
12062.0,Cam Grandy,TE,CIN,,26.0,Active,22.5,82.0,,,,,,,,real,unclassified,0.0,30.0,,,,70.0,STEADY
8188.0,Tyquan Thornton,WR,KC,5.0,26.0,Active,80.0,83.0,101.0,13.0,,,210.6,211.0,285.0,real,deep_threat_wr,0.685,30.0,,,,70.0,STEADY
12471.0,DJ Giddens,RB,IND,13.0,22.0,Active,31.6,83.0,81.0,13.0,,,214.7,231.0,277.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
13577.0,Dallen Bentley,TE,DEN,,25.0,Active,22.5,83.0,,,,,216.0,376.0,,real,unclassified,0.0,30.0,,,,70.0,STEADY
13320.0,Zachariah Branch,WR,ATL,11.0,22.0,Active,79.4,84.0,87.0,12.0,,,180.3,179.0,240.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
8849.0,Tanner Conner,TE,NYG,,28.0,Active,22.3,84.0,,,,,216.0,624.0,,real,unclassified,0.0,30.0,,,,70.0,STEADY
8230.0,Ty Chandler,RB,NO,8.0,28.0,Active,31.6,84.0,120.0,16.0,,,216.0,651.0,419.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
13345.0,Jonah Coleman,RB,DEN,10.0,22.0,Active,28.7,85.0,56.0,10.0,,,159.9,161.0,159.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
12497.0,Tory Horton,WR,SEA,11.0,23.0,Active,79.3,85.0,90.0,12.0,,,212.6,218.0,252.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
4054.0,Mo Alie-Cox,TE,IND,,32.0,Active,21.7,85.0,,,,,216.0,572.0,,real,unclassified,0.0,30.0,,,,70.0,STEADY
4950.0,Christian Kirk,WR,SF,8.0,29.0,Questionable,76.9,86.0,92.0,13.0,,,215.1,240.0,254.0,real,possession_wr,0.544,65.0,,,,35.0,UNKNOWN
12455.0,Brashard Smith,RB,KC,5.0,23.0,Active,27.3,86.0,82.0,13.0,,,216.0,342.0,278.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
11595.0,Jared Wiley,TE,KC,,25.0,Active,21.1,86.0,,,,,216.0,469.0,,real,unclassified,0.0,30.0,,,,70.0,STEADY
11834.0,Devaughn Vele,WR,NO,8.0,28.0,Active,76.7,87.0,106.0,13.0,,,214.9,235.0,301.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
12738.0,Phil Mafah,RB,DAL,14.0,23.0,Active,25.6,87.0,117.0,15.0,,,216.0,593.0,403.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
11605.0,Jaheim Bell,TE,PIT,,25.0,Active,20.8,87.0,,,,,,,,real,unclassified,0.0,30.0,,,,70.0,STEADY
,Hollywood Brown,WR,PHI,10.0,,,73.9,88.0,107.0,13.0,,,215.9,285.0,305.0,real,unclassified,0.0,,,,,,UNKNOWN
7561.0,Elijah Mitchell,RB,PHI,,28.0,Active,25.1,88.0,,,,,216.0,418.0,,real,unclassified,0.0,30.0,,,,70.0,STEADY
9483.0,Zack Kuntz,TE,DAL,,27.0,Active,20.1,88.0,,,,,,,,real,unclassified,0.0,30.0,,,,70.0,STEADY
10226.0,Andrei Iosivas,WR,CIN,6.0,26.0,Active,73.8,89.0,111.0,14.0,,,215.2,241.0,318.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
13403.0,Jam Miller,RB,NE,11.0,,Active,25.1,89.0,116.0,15.0,,,216.0,463.0,402.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
13429.0,Seydou Traore,TE,MIA,,23.0,Active,19.3,89.0,,,,,216.0,616.0,,real,unclassified,0.0,30.0,,,,70.0,STEADY
11783.0,Ryan Flournoy,WR,DAL,14.0,26.0,Active,72.4,90.0,73.0,11.0,,,162.8,165.0,195.0,real,possession_wr,0.393,30.0,,,,70.0,STEADY
5008.0,Durham Smythe,TE,BAL,13.0,30.0,Active,18.7,90.0,63.0,16.0,,,216.0,412.0,434.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
4219.0,Jeremy McNichols,RB,WAS,,30.0,Active,23.7,90.0,,,,,216.0,475.0,,real,unclassified,0.0,30.0,,,,70.0,STEADY
12535.0,Isaac TeSlaa,WR,DET,6.0,24.0,Active,72.4,91.0,72.0,11.0,,,169.3,169.0,193.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
10227.0,Payne Durham,TE,TB,,26.0,Active,16.7,91.0,,,,,216.0,592.0,,real,unclassified,0.0,30.0,,,,70.0,STEADY
6918.0,Salvon Ahmed,RB,CHI,,27.0,Active,22.9,91.0,,,,,216.0,610.0,,real,unclassified,0.0,30.0,,,,70.0,STEADY
12509.0,Tre' Harris,WR,LAC,7.0,24.0,Active,72.2,92.0,68.0,11.0,,,165.1,167.0,178.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
11569.0,Jarquez Hunter,RB,LAR,11.0,23.0,Active,22.7,92.0,95.0,13.0,,,216.0,470.0,313.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
13278.0,Max Klare,TE,LAR,11.0,23.0,Active,16.1,92.0,38.0,14.0,,,216.0,562.0,332.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
8117.0,Jalen Tolbert,WR,MIA,6.0,27.0,Active,71.8,93.0,125.0,14.0,,,215.5,248.0,347.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
9227.0,Israel Abanikanda,RB,DAL,,23.0,Active,22.5,93.0,,,,,216.0,441.0,,real,unclassified,0.0,30.0,,,,70.0,STEADY
13400.0,Justin Joly,TE,DEN,10.0,22.0,Active,15.0,93.0,47.0,15.0,,,216.0,509.0,370.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
13311.0,Chris Bell,WR,MIA,6.0,22.0,PUP,71.3,94.0,88.0,12.0,,,215.0,236.0,243.0,real,unclassified,0.0,85.0,,,,15.0,RISKY
11593.0,Brevyn Spann-Ford,TE,DAL,,26.0,Active,14.8,94.0,,,,,216.0,346.0,,real,unclassified,0.0,30.0,,,,70.0,STEADY
8129.0,Dameon Pierce,RB,PHI,10.0,26.0,Active,22.1,94.0,112.0,15.0,,,216.0,378.0,396.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
13296.0,Caleb Douglas,WR,MIA,6.0,22.0,Active,71.3,95.0,126.0,14.0,,,214.1,226.0,348.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
13347.0,Demond Claiborne,RB,MIN,6.0,22.0,Active,22.0,95.0,72.0,13.0,,,214.3,227.0,256.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
