player_name,position,draft_season,draft_pick,landing_team,college,height_inches,weight,forty_time,college_dominator_final_year,college_dominator_career,breakout_age,projected_tier,composite,sample_weight,status,tag,display_weight,display_status,display_tag,component_draft_capital,component_dominator,component_athletic,component_roster_competition,component_offense_environment,component_schedule,component_breakout_age,games,attempts,rushing_data_status,component_ncaa_passer_rating,generated_at
Omarion Hampton,RB,2025,22,LAC,North Carolina,72.0,221.0,4.46,,70.0,21.0,bellcow,79.1,1.0,confirmed,committee_back,1.0,confirmed,committee_back,84.1,100.0,93.1,60.0,62.5,70.0,,,,,,2026-08-17T02:16:54+00:00
Matthew Golden,WR,2025,23,GB,Texas,71.0,191.0,4.29,22.1,,21.0,complementary,62.5,1.0,confirmed,complementary,1.0,confirmed,complementary,81.1,48.6,,40.0,82.5,45.0,55.0,,,,,2026-08-17T02:16:54+00:00
Jayden Higgins,WR,2025,34,HOU,Iowa St.,76.0,214.0,4.47,33.0,,21.0,complementary,56.9,1.0,confirmed,complementary,1.0,confirmed,complementary,74.4,72.6,,20.0,35.0,15.0,55.0,,,,,2026-08-17T02:16:54+00:00
Quinshon Judkins,RB,2025,36,CLE,Ohio St.,72.0,221.0,4.48,,39.8,20.0,committee,68.1,1.0,confirmed,bellcow,1.0,confirmed,bellcow,76.3,87.6,91.4,60.0,20.0,67.5,,,,,,2026-08-17T02:16:54+00:00
TreVeyon Henderson,RB,2025,38,NE,Ohio St.,70.0,202.0,4.43,,38.2,21.0,committee,65.9,1.0,confirmed,committee_back,1.0,confirmed,committee_back,75.3,84.0,87.4,60.0,17.5,60.0,,,,,,2026-08-17T02:16:54+00:00
Luther Burden,WR,2025,39,CHI,Missouri,72.0,206.0,4.41,23.1,,20.0,complementary,56.5,1.0,confirmed,complementary,1.0,confirmed,complementary,71.7,50.8,,40.0,27.5,60.0,70.0,,,,,2026-08-17T02:16:54+00:00
Tre' Harris,WR,2025,55,LAC,Mississippi,74.0,205.0,4.54,22.6,,22.0,complementary,57.7,1.0,confirmed,complementary,1.0,confirmed,complementary,64.3,49.7,,60.0,62.5,70.0,40.0,,,,,2026-08-17T02:16:54+00:00
Jack Bech,WR,2025,58,LV,TCU,73.0,214.0,,25.4,,21.0,complementary,59.4,0.967,blended,unconfirmed,0.0,projected,complementary,63.0,55.9,,80.0,20.0,77.5,55.0,,,,,2026-08-17T02:16:54+00:00
RJ Harvey,RB,2025,60,DEN,Central Florida,68.0,205.0,4.4,,53.0,23.0,bellcow,78.2,1.0,confirmed,committee_back,1.0,confirmed,committee_back,65.9,100.0,91.2,80.0,75.0,50.0,,,,,,2026-08-17T02:16:54+00:00
Kyle Williams,WR,2025,69,NE,Washington St.,71.0,190.0,4.4,33.4,,21.0,complementary,61.2,0.0,projected,complementary,0.0,projected,complementary,58.9,73.5,,80.0,17.5,60.0,55.0,,,,,2026-08-17T02:16:54+00:00
Isaac TeSlaa,WR,2025,70,DET,Arkansas,76.0,214.0,4.43,15.3,,,complementary,53.1,0.9,blended,unconfirmed,0.0,projected,complementary,58.5,33.7,,60.0,100.0,65.0,20.0,,,,,2026-08-17T02:16:54+00:00
Jaylin Noel,WR,2025,79,HOU,Iowa St.,70.0,194.0,4.39,33.4,,22.0,complementary,49.1,1.0,confirmed,boom_bust,1.0,confirmed,boom_bust,55.6,73.5,,20.0,35.0,15.0,40.0,,,,,2026-08-17T02:16:54+00:00
Kaleb Johnson,RB,2025,83,PIT,Iowa,73.0,224.0,4.57,,59.9,21.0,committee,67.8,1.0,confirmed,handcuff,1.0,confirmed,handcuff,58.3,100.0,85.6,60.0,50.0,60.0,,,,,,2026-08-17T02:16:54+00:00
Savion Williams,WR,2025,87,GB,TCU,76.0,222.0,4.48,15.0,,,complementary,45.4,0.333,blended,complementary,0.0,projected,complementary,53.2,33.0,,40.0,82.5,45.0,20.0,,,,,2026-08-17T02:16:54+00:00
Tai Felton,WR,2025,102,MIN,Maryland,,,,,,,complementary,48.6,0.1,blended,complementary,0.0,projected,complementary,49.2,50.0,,60.0,67.5,22.5,20.0,,,,,2026-08-17T02:16:54+00:00
Bhayshul Tuten,RB,2025,104,JAX,Virginia Tech,69.0,206.0,4.32,,50.0,21.0,committee,65.7,1.0,confirmed,committee_back,1.0,confirmed,committee_back,52.7,100.0,98.6,60.0,37.5,50.0,,,,,,2026-08-17T02:16:54+00:00
Cam Skattebo,RB,2025,105,NYG,Arizona St.,70.0,219.0,,,61.1,22.0,committee,60.1,1.0,confirmed,committee_back,1.0,confirmed,committee_back,52.5,100.0,50.0,80.0,20.0,57.5,,,,,,2026-08-17T02:16:54+00:00
Arian Smith,WR,2025,110,NYJ,Georgia,,,,,,,complementary,48.3,0.533,blended,unconfirmed,0.0,projected,complementary,47.3,50.0,,60.0,47.5,70.0,20.0,,,,,2026-08-17T02:16:54+00:00
Trevor Etienne,RB,2025,114,CAR,Georgia,,,,,,,committee,55.5,0.92,blended,handcuff,1.0,confirmed,handcuff,50.5,50.0,50.0,80.0,37.5,75.0,,,,,,2026-08-17T02:16:54+00:00
Woody Marks,RB,2025,116,HOU,USC,70.0,207.0,4.54,,60.0,23.0,committee,64.2,1.0,confirmed,committee_back,1.0,confirmed,committee_back,50.0,100.0,81.2,80.0,35.0,15.0,,,,,,2026-08-17T02:16:54+00:00
Jarquez Hunter,RB,2025,117,LAR,Auburn,,,,,,,committee,57.3,0.0,projected,committee,0.0,projected,committee,49.8,50.0,50.0,80.0,57.5,55.0,,,,,,2026-08-17T02:16:54+00:00
Dylan Sampson,RB,2025,126,CLE,Tennessee,,,,,,,committee,47.8,1.0,confirmed,handcuff,1.0,confirmed,handcuff,48.0,50.0,50.0,60.0,20.0,67.5,,,,,,2026-08-17T02:16:54+00:00
Jaylin Lane,WR,2025,128,WAS,Virginia Tech,,,,,,,complementary,51.5,1.0,confirmed,boom_bust,1.0,confirmed,boom_bust,43.6,50.0,,60.0,100.0,55.0,20.0,,,,,2026-08-17T02:16:54+00:00
Jalen Royals,WR,2025,133,KC,Utah St.,,,,,,,complementary,45.5,0.1,blended,complementary,0.0,projected,complementary,42.6,50.0,,40.0,85.0,32.5,20.0,,,,,2026-08-17T02:16:54+00:00
Jordan Watkins,WR,2025,138,SF,Mississippi,,,,,,,complementary,44.7,0.1,blended,complementary,0.0,projected,complementary,41.7,50.0,,40.0,70.0,52.5,20.0,,,,,2026-08-17T02:16:54+00:00
Jordan James,RB,2025,147,SF,Oregon,,,,,,,committee,53.4,0.0,projected,committee,0.0,projected,committee,44.1,50.0,50.0,60.0,70.0,52.5,,,,,,2026-08-17T02:16:54+00:00
Jaydon Blue,RB,2025,149,DAL,Texas,,,,,,,committee,52.0,1.0,confirmed,handcuff,1.0,confirmed,handcuff,43.8,50.0,50.0,80.0,35.0,52.5,,,,,,2026-08-17T02:16:54+00:00
KeAndre Lambert-Smith,WR,2025,158,LAC,Auburn,,,,,,,complementary,46.7,0.4,blended,complementary,0.0,projected,complementary,38.5,50.0,,60.0,62.5,70.0,20.0,,,,,2026-08-17T02:16:54+00:00
Tory Horton,WR,2025,166,SEA,Colorado St.,,,,,,,complementary,43.3,0.733,blended,unconfirmed,0.0,projected,complementary,37.3,50.0,,60.0,45.0,45.0,20.0,,,,,2026-08-17T02:16:54+00:00
Ollie Gordon,RB,2025,179,MIA,Oklahoma St.,,,,,,,committee,51.7,1.0,confirmed,handcuff,1.0,confirmed,handcuff,39.3,50.0,50.0,80.0,52.5,20.0,,,,,,2026-08-17T02:16:54+00:00
Devin Neal,RB,2025,184,NO,Kansas,71.0,213.0,4.58,,49.9,21.0,committee,61.3,1.0,confirmed,handcuff,1.0,confirmed,handcuff,38.7,100.0,80.7,60.0,37.5,100.0,,,,,,2026-08-17T02:16:54+00:00
Kalel Mullings,RB,2025,188,TEN,Michigan,,,,,,,committee,46.0,0.12,blended,committee,1.0,confirmed,handcuff,38.2,50.0,50.0,60.0,17.5,97.5,,,,,,2026-08-17T02:16:54+00:00
Tahj Brooks,RB,2025,193,CIN,Texas Tech,,,,,,,committee,56.5,0.72,blended,handcuff,1.0,confirmed,handcuff,37.6,50.0,50.0,60.0,97.5,72.5,,,,,,2026-08-17T02:16:54+00:00
LaJohntay Wester,WR,2025,203,BAL,Colorado,,,,,,,complementary,48.1,0.0,projected,complementary,0.0,projected,complementary,32.8,50.0,,60.0,100.0,62.5,20.0,,,,,2026-08-17T02:16:54+00:00
Jimmy Horn,WR,2025,208,CAR,Colorado,,,,,,,complementary,42.3,0.5,blended,unconfirmed,0.0,projected,complementary,32.2,50.0,,60.0,37.5,75.0,20.0,,,,,2026-08-17T02:16:54+00:00
Damien Martinez,RB,2025,223,SEA,Miami (FL),,,,,,,committee,46.3,0.0,projected,committee,0.0,projected,committee,34.2,50.0,50.0,60.0,45.0,45.0,,,,,,2026-08-17T02:16:54+00:00
Brashard Smith,RB,2025,228,KC,SMU,,,,,,,committee,51.5,1.0,confirmed,handcuff,1.0,confirmed,handcuff,33.7,50.0,50.0,60.0,85.0,32.5,,,,,,2026-08-17T02:16:54+00:00
Kyle Monangai,RB,2025,233,CHI,Rutgers,68.0,211.0,4.6,,56.1,22.0,committee,59.9,1.0,confirmed,committee_back,1.0,confirmed,committee_back,33.3,100.0,78.5,80.0,27.5,60.0,,,,,,2026-08-17T02:16:54+00:00
LeQuint Allen,RB,2025,236,JAX,Syracuse,,,,,,,committee,45.0,1.0,confirmed,committee_back,1.0,confirmed,committee_back,33.0,50.0,50.0,60.0,37.5,50.0,,,,,,2026-08-17T02:16:54+00:00
Ricky White,WR,2025,238,SEA,UNLV,,,,,,,complementary,40.5,0.0,projected,complementary,0.0,projected,complementary,29.3,50.0,,60.0,45.0,45.0,20.0,,,,,2026-08-17T02:16:54+00:00
Phil Mafah,RB,2025,239,DAL,Clemson,,,,,,,committee,48.7,0.25,blended,committee,0.0,projected,committee,32.7,50.0,50.0,80.0,35.0,52.5,,,,,,2026-08-17T02:16:54+00:00
Kaden Prather,WR,2025,240,BUF,Maryland,,,,,,,complementary,45.0,0.0,projected,complementary,0.0,projected,complementary,29.2,50.0,,60.0,100.0,25.0,20.0,,,,,2026-08-17T02:16:54+00:00
Konata Mumpfield,WR,2025,242,LAR,Pittsburgh,,,,,,,complementary,42.1,0.767,blended,unconfirmed,0.0,projected,complementary,29.0,50.0,,60.0,57.5,55.0,20.0,,,,,2026-08-17T02:16:54+00:00
Dominic Lovett,WR,2025,244,DET,Georgia,,,,,,,complementary,46.8,0.0,projected,complementary,0.0,projected,complementary,28.8,50.0,,60.0,100.0,65.0,20.0,,,,,2026-08-17T02:16:54+00:00
Jacory Croskey-Merritt,RB,2025,245,WAS,Arizona,,,,,,,committee,54.4,1.0,confirmed,committee_back,1.0,confirmed,committee_back,32.1,50.0,50.0,60.0,100.0,55.0,,,,,,2026-08-17T02:16:54+00:00
Junior Bergen,WR,2025,252,SF,Montana,,,,,,,complementary,40.0,0.0,projected,complementary,0.0,projected,complementary,28.2,50.0,,40.0,70.0,52.5,20.0,,,,,2026-08-17T02:16:54+00:00
Trevor Lawrence,QB,2021,1,JAX,Clemson,,,,,,,balanced,82.5,1.0,confirmed,balanced,1.0,confirmed,balanced,98.7,,,,85.0,50.0,,10.0,334.0,measured,67.7,2026-08-17T02:16:54+00:00
Justin Fields,QB,2021,11,CHI,Ohio State,,,,,,,balanced,80.0,1.0,confirmed,dual_threat,1.0,confirmed,dual_threat,87.1,,,,97.5,60.0,,8.0,225.0,measured,70.2,2026-08-17T02:16:54+00:00
Mac Jones,QB,2021,15,NE,Alabama,,,,,,,pocket_passer,82.9,1.0,confirmed,pocket_passer,1.0,confirmed,pocket_passer,83.2,,,,100.0,60.0,,13.0,402.0,assumed_non_rusher,81.2,2026-08-17T02:16:54+00:00
Zach Wilson,QB,2021,2,NYJ,BYU,,,,,,,pocket_passer,80.0,1.0,confirmed,balanced,1.0,confirmed,balanced,97.4,,,,12.5,70.0,,12.0,336.0,assumed_non_rusher,78.6,2026-08-17T02:16:54+00:00
Trey Lance,QB,2021,3,SF,North Dakota St.,,,,,,,dual_threat,84.8,0.98,blended,unconfirmed,0.0,projected,dual_threat,96.1,,,,100.0,52.5,,16.0,287.0,measured,72.3,2026-08-17T02:16:54+00:00
Kyle Trask,QB,2021,64,TB,Florida,,,,,,,pocket_passer,61.7,0.0,projected,pocket_passer,0.0,projected,pocket_passer,53.7,,,,52.5,70.0,,12.0,437.0,assumed_non_rusher,72.0,2026-08-17T02:16:54+00:00
Davis Mills,QB,2021,67,HOU,Stanford,,,,,,,pocket_passer,51.8,1.0,confirmed,balanced,1.0,confirmed,balanced,52.6,,,,50.0,15.0,,5.0,195.0,assumed_non_rusher,56.0,2026-08-17T02:16:54+00:00
Sam Ehlinger,QB,2021,218,IND,Texas,,,,,,,balanced,48.9,0.0,projected,balanced,0.0,projected,balanced,25.4,,,,90.0,87.5,,10.0,322.0,measured_override,60.3,2026-08-17T02:16:54+00:00
Kenny Pickett,QB,2022,20,PIT,Pittsburgh,,,,,,,pocket_passer,70.9,0.87,blended,unconfirmed,0.0,projected,pocket_passer,78.8,,,,60.0,60.0,,13.0,497.0,assumed_non_rusher,66.1,2026-08-17T02:16:54+00:00
Desmond Ridder,QB,2022,74,ATL,Cincinnati,,,,,,,pocket_passer,55.9,0.0,projected,pocket_passer,0.0,projected,pocket_passer,50.1,,,,42.5,75.0,,14.0,387.0,assumed_non_rusher,63.5,2026-08-17T02:16:54+00:00
Malik Willis,QB,2022,86,TEN,Liberty,,,,,,,dual_threat,50.7,0.89,blended,unconfirmed,0.0,projected,dual_threat,46.4,,,,7.5,97.5,,13.0,339.0,measured,60.5,2026-08-17T02:16:54+00:00
Bailey Zappe,QB,2022,137,NE,Western Kentucky,,,,,,,pocket_passer,55.8,0.0,projected,pocket_passer,0.0,projected,pocket_passer,35.2,,,,100.0,60.0,,14.0,687.0,assumed_non_rusher,67.5,2026-08-17T02:16:54+00:00
Sam Howell,QB,2022,144,WAS,North Carolina,,,,,,,pocket_passer,47.2,1.0,confirmed,balanced,1.0,confirmed,balanced,34.0,,,,45.0,55.0,,12.0,347.0,assumed_non_rusher,61.7,2026-08-17T02:16:54+00:00
Brock Purdy,QB,2022,262,SF,Iowa State,,,,,,,balanced,46.4,1.0,confirmed,balanced,1.0,confirmed,balanced,22.1,,,,100.0,52.5,,13.0,407.0,measured,59.6,2026-08-17T02:16:54+00:00
Bryce Young,QB,2023,1,CAR,Alabama,,,,,,,balanced,77.0,1.0,confirmed,balanced,1.0,confirmed,balanced,98.7,,,,27.5,75.0,,12.0,380.0,measured_override,65.3,2026-08-17T02:16:54+00:00
C.J. Stroud,QB,2023,2,HOU,Ohio State,,,,,,,pocket_passer,78.0,1.0,confirmed,balanced,1.0,confirmed,balanced,97.4,,,,50.0,15.0,,13.0,389.0,measured_override,71.1,2026-08-17T02:16:54+00:00
Anthony Richardson,QB,2023,4,IND,Florida,,,,,,,dual_threat,77.0,1.0,confirmed,dual_threat,1.0,confirmed,dual_threat,94.9,,,,90.0,87.5,,12.0,327.0,measured,52.4,2026-08-17T02:16:54+00:00
Will Levis,QB,2023,33,TEN,Kentucky,,,,,,,pocket_passer,61.1,1.0,confirmed,balanced,1.0,confirmed,balanced,69.3,,,,7.5,97.5,,11.0,283.0,assumed_non_rusher,60.7,2026-08-17T02:16:54+00:00
Hendon Hooker,QB,2023,68,DET,Tennessee,,,,,,,pocket_passer,64.1,0.09,blended,pocket_passer,0.0,projected,pocket_passer,52.2,,,,92.5,65.0,,11.0,329.0,assumed_non_rusher,70.2,2026-08-17T02:16:54+00:00
Caleb Williams,QB,2024,1,CHI,USC,,,,,,,balanced,84.4,1.0,confirmed,balanced,1.0,confirmed,balanced,98.7,,,,97.5,60.0,,12.0,388.0,measured,68.1,2026-08-17T02:16:54+00:00
J.J. McCarthy,QB,2024,10,MIN,Michigan,,,,,,,pocket_passer,69.1,1.0,confirmed,balanced,1.0,confirmed,balanced,88.1,,,,15.0,22.5,,15.0,332.0,assumed_non_rusher,67.0,2026-08-17T02:16:54+00:00
Bo Nix,QB,2024,12,DEN,Oregon,,,,,,,balanced,80.1,1.0,confirmed,balanced,1.0,confirmed,balanced,86.1,,,,87.5,50.0,,14.0,470.0,measured,75.3,2026-08-17T02:16:54+00:00
Jayden Daniels,QB,2024,2,WAS,LSU,,,,,,,dual_threat,84.4,1.0,confirmed,dual_threat,1.0,confirmed,dual_threat,97.4,,,,45.0,55.0,,12.0,327.0,measured,83.2,2026-08-17T02:16:54+00:00
Drake Maye,QB,2024,3,NE,North Carolina,,,,,,,balanced,80.1,1.0,confirmed,balanced,1.0,confirmed,balanced,96.1,,,,100.0,60.0,,12.0,425.0,measured,59.6,2026-08-17T02:16:54+00:00
Michael Penix Jr.,QB,2024,8,ATL,Washington,,,,,,,pocket_passer,73.8,0.0,projected,pocket_passer,0.0,projected,pocket_passer,90.3,,,,42.5,75.0,,15.0,555.0,measured_override,62.8,2026-08-17T02:16:54+00:00
Cam Ward,QB,2025,1,TEN,Miami (FL),,,,,,,balanced,77.6,1.0,confirmed,balanced,1.0,confirmed,balanced,98.7,,,,7.5,97.5,,13.0,454.0,measured,68.9,2026-08-17T02:16:54+00:00
Jaxson Dart,QB,2025,25,NYG,Ole Miss,,,,,,,balanced,72.5,1.0,confirmed,dual_threat,1.0,confirmed,dual_threat,74.8,,,,70.0,57.5,,13.0,398.0,measured,72.3,2026-08-17T02:16:54+00:00
Tyler Shough,QB,2025,40,NO,Louisville,,,,,,,pocket_passer,61.0,1.0,confirmed,balanced,1.0,confirmed,balanced,65.0,,,,30.0,100.0,,12.0,389.0,measured,59.3,2026-08-17T02:16:54+00:00
Jalen Milroe,QB,2025,92,SEA,Alabama,,,,,,,dual_threat,52.7,0.0,projected,dual_threat,0.0,projected,dual_threat,44.7,,,,65.0,45.0,,13.0,319.0,measured,59.5,2026-08-17T02:16:54+00:00
Dillon Gabriel,QB,2025,94,CLE,Oregon,,,,,,,balanced,50.9,1.0,confirmed,balanced,1.0,confirmed,balanced,44.2,,,,12.5,67.5,,14.0,447.0,measured,65.9,2026-08-17T02:16:54+00:00
Shedeur Sanders,QB,2025,144,CLE,Colorado,,,,,,,pocket_passer,46.8,1.0,confirmed,balanced,1.0,confirmed,balanced,34.0,,,,12.5,67.5,,13.0,477.0,assumed_non_rusher,67.3,2026-08-17T02:16:54+00:00
Quinn Ewers,QB,2025,231,MIA,Texas,,,,,,,pocket_passer,39.5,0.83,blended,unconfirmed,0.0,projected,pocket_passer,24.3,,,,37.5,20.0,,14.0,445.0,assumed_non_rusher,59.6,2026-08-17T02:16:54+00:00
Cade Klubnik,QB,2026,110,NYJ,Clemson,74.25,207.0,,,,,balanced,44.8,0.0,projected,balanced,0.0,projected,balanced,40.3,,,,12.5,70.0,,49.0,1432.0,measured,54.7,2026-08-17T02:16:54+00:00
Carson Beck,QB,2026,65,ARI,Miami (FL),76.75,233.0,,,,,pocket_passer,56.7,0.0,projected,pocket_passer,0.0,projected,pocket_passer,53.3,,,,40.0,72.5,,55.0,1390.0,measured,62.7,2026-08-17T02:16:54+00:00
Drew Allar,QB,2026,76,PIT,Penn St.,77.25,228.0,,,,,balanced,54.1,0.0,projected,balanced,0.0,projected,balanced,49.4,,,,60.0,60.0,,45.0,1002.0,measured,57.1,2026-08-17T02:16:54+00:00
Fernando Mendoza,QB,2026,1,LV,Indiana,76.75,236.0,,,,,balanced,73.3,0.0,projected,balanced,0.0,projected,balanced,98.7,,,,0.0,77.5,,36.0,1008.0,measured,62.5,2026-08-17T02:16:54+00:00
Taylen Green,QB,2026,182,CLE,Arkansas,77.88,227.0,4.36,,,,dual_threat,39.9,0.0,projected,dual_threat,0.0,projected,dual_threat,29.0,,,,12.5,67.5,,53.0,1190.0,measured,55.5,2026-08-17T02:16:54+00:00
Ty Simpson,QB,2026,13,LAR,Alabama,73.12,211.0,,,,,pocket_passer,73.9,0.0,projected,pocket_passer,0.0,projected,pocket_passer,85.1,,,,100.0,55.0,,31.0,523.0,measured,57.2,2026-08-17T02:16:54+00:00
