player_name,team,age,adp,player_id,target_share,games_played,target_share_data_quality_flag,redzone_target_share,redzone_targets,adot,receptions,targets,rush_attempts,yards_per_reception,yac_per_reception,rush_attempts_per_game,rush_yards_per_attempt,qb_tier,team_wr1_target_share,wr_archetype_primary,wr_leans,wr_qb_context
Calvin Ridley,TEN,31.0,188.3,00-0034837,0.16495956873315368,7.0,corrected,0.0392156862745098,2.0,12.583333333333334,17.0,36.0,0.0,17.823529411764707,4.9411764705882355,0.0,,5.0,0.29572564612326074,boom_bust,deep_threat,below_average_qb_context
Jalen Coker,CAR,24.0,127.4,00-0039491,0.13844696969696965,11.0,corrected,0.0694444444444444,5.0,9.666666666666666,33.0,43.0,0.0,11.93939393939394,3.090909090909091,0.0,,5.0,0.254166666666667,complementary,none,below_average_qb_context
Theo Wease,MIA,25.0,216.0,00-0040311,0.12265512265512239,3.0,corrected,0.0149253731343283,1.0,13.7,6.0,10.0,0.0,23.166666666666668,10.5,0.0,,4.0,0.140692640692641,unconfirmed,none,below_average_qb_context
Tre Tucker,LV,25.0,156.0,00-0038563,0.186234817813765,17.0,,0.1612903225806451,10.0,10.16304347826087,57.0,92.0,11.0,12.210526315789474,5.105263157894737,0.6470588235294118,4.636363636363637,5.0,0.186234817813765,high_floor,none,below_average_qb_context
Tank Dell,HOU,26.0,184.4,00-0038977,0.17981196134761085,14.0,,,,,,81.0,,,,,,4.0,0.24593128390596747,complementary,none,below_average_qb_context
KC Concepcion,CLE,21.0,117.6,,,,,,,,,,,,,,,5.0,0.203065134099617,unconfirmed,none,below_average_qb_context
Jerry Jeudy,CLE,27.0,178.5,00-0036407,0.203065134099617,17.0,,0.1578947368421052,9.0,12.150943396226417,50.0,106.0,1.0,12.04,3.32,0.058823529411764705,5.0,5.0,0.203065134099617,boom_bust,none,below_average_qb_context
Jayden Higgins,HOU,23.0,122.3,00-0040130,0.122965641952984,17.0,,0.1139240506329113,9.0,12.159420289855072,41.0,68.0,0.0,12.804878048780488,3.0,0.0,,4.0,0.24593128390596747,complementary,none,below_average_qb_context
Rashod Bateman,BAL,26.0,202.5,00-0036550,0.12209412209412214,13.0,corrected,0.1607142857142857,9.0,12.0,19.0,38.0,0.0,11.789473684210526,2.0526315789473686,0.0,,3.0,0.28992628992629,complementary,red_zone,average_qb_context
Jalen McMillan,TB,24.0,145.9,00-0039855,0.13074597072062452,17.0,corrected,0.0131578947368421,1.0,11.933333333333334,12.0,73.0,1.0,14.833333333333334,4.916666666666667,0.25,1.0,4.0,0.234750462107209,complementary,none,below_average_qb_context
Jauan Jennings,MIN,29.0,155.6,00-0036259,0.18545454545454587,15.0,corrected,0.2444444444444444,22.0,9.731182795698924,55.0,90.0,0.0,11.690909090909091,3.290909090909091,0.0,,5.0,0.301282051282051,high_floor,red_zone,below_average_qb_context
Jalen Nailor,LV,27.0,149.5,00-0037291,0.113247863247863,17.0,,0.1688311688311688,13.0,12.148148148148149,29.0,53.0,2.0,15.310344827586206,3.8620689655172415,0.11764705882352941,6.5,5.0,0.186234817813765,boom_bust,red_zone,below_average_qb_context
De'Zhaun Stribling,SF,23.0,145.3,,,,,,,,,,,,,,,2.0,0.24353049907578625,unconfirmed,none,elite_qb_context
Adonai Mitchell,NYJ,23.0,172.2,00-0039890,0.14834905660377362,16.0,,0.1311475409836065,8.0,14.551724137931034,33.0,74.0,1.0,13.727272727272727,2.4242424242424243,0.0625,-4.0,5.0,0.30357142857142855,complementary,none,below_average_qb_context
Antonio Williams,WAS,22.0,173.8,,,,,,,,,,,,,,,1.0,0.2361111111111113,unconfirmed,none,elite_qb_context
Cooper Kupp,SEA,33.0,209.3,00-0033908,0.16346153846153863,16.0,,0.2,13.0,7.492957746478873,47.0,70.0,0.0,12.617021276595745,6.23404255319149,0.0,,3.0,0.358241758241758,complementary,yac,average_qb_context
Denzel Boston,CLE,22.0,154.3,,,,,,,,,,,,,,,5.0,0.203065134099617,unconfirmed,none,below_average_qb_context
Omar Cooper,NYJ,22.0,145.1,,,,,,,,,,,,,,,5.0,0.30357142857142855,unconfirmed,none,below_average_qb_context
Germie Bernard,PIT,22.0,193.7,,,,,,,,,,,,,,,3.0,0.21494252873563208,unconfirmed,none,average_qb_context
Travis Hunter,JAX,23.0,140.7,00-0040718,,,,0.057471264367816,5.0,7.866666666666666,,,,,,,,3.0,0.23658906882591102,unconfirmed,none,average_qb_context
Xavier Legette,CAR,25.0,214.8,00-0039342,0.15111111111111072,15.0,,0.1666666666666666,12.0,9.890625,35.0,64.0,1.0,10.371428571428572,2.142857142857143,0.06666666666666667,0.0,5.0,0.254166666666667,complementary,none,below_average_qb_context
Kayshon Boutte,NE,24.0,195.6,00-0038608,0.11588618850029639,14.0,corrected,0.0606060606060606,4.0,16.97826086956522,33.0,46.0,0.0,16.696969696969695,1.1515151515151516,0.0,,1.0,0.2955459770114948,complementary,deep_threat,elite_qb_context
Darnell Mooney,NYG,28.0,201.3,00-0036309,0.1572254335260116,15.0,,0.125,8.0,14.15277777777778,32.0,72.0,0.0,13.84375,2.28125,0.0,,3.0,0.3368162675098938,complementary,none,average_qb_context
Bub Means,NO,25.0,216.0,00-0039386,0.12330754352030937,4.0,,,,,,15.0,,,,,,5.0,0.29336283185840656,unconfirmed,none,below_average_qb_context
Malik Washington,MIA,25.0,181.4,00-0039880,0.140692640692641,17.0,,0.1641791044776119,11.0,5.184615384615385,46.0,65.0,17.0,6.891304347826087,5.5,1.0,6.470588235294118,4.0,0.140692640692641,high_floor,rushing,below_average_qb_context
Ja'Kobi Lane,BAL,22.0,212.7,,,,,,,,,,,,,,,3.0,0.28992628992629,unconfirmed,none,average_qb_context
Darius Slayton,NYG,29.0,215.6,00-0035535,0.15208747514910528,14.0,corrected,0.1176470588235294,8.0,12.96923076923077,37.0,63.0,0.0,14.54054054054054,5.351351351351352,0.0,,3.0,0.3368162675098938,complementary,deep_threat,average_qb_context
Troy Franklin,DEN,23.0,213.8,00-0039868,0.178082191780822,17.0,,0.2359550561797752,21.0,12.345794392523365,65.0,104.0,5.0,10.907692307692308,4.338461538461538,0.29411764705882354,2.4,2.0,0.2299783549783545,boom_bust,red_zone,elite_qb_context
Tyquan Thornton,KC,26.0,210.6,00-0038104,0.09547662416514878,12.0,corrected,0.0493827160493827,4.0,26.89189189189189,19.0,37.0,0.0,23.05263157894737,3.1052631578947367,0.0,,3.0,0.30191256830601004,complementary,deep_threat,average_qb_context
Zachariah Branch,ATL,22.0,180.3,,,,,,,,,,,,,,,4.0,0.3057161207450221,unconfirmed,none,below_average_qb_context
Tory Horton,SEA,23.0,212.6,00-0040648,0.10274725274725285,8.0,corrected,0.0615384615384615,4.0,15.318181818181818,13.0,22.0,0.0,12.384615384615385,2.5384615384615383,0.0,,3.0,0.358241758241758,unconfirmed,none,average_qb_context
Christian Kirk,SF,29.0,215.1,00-0034775,0.1453230313989808,11.0,corrected,0.0886075949367088,7.0,6.886792452830188,28.0,52.0,0.0,8.535714285714286,4.107142857142857,0.0,,2.0,0.24353049907578625,complementary,none,elite_qb_context
Devaughn Vele,NO,28.0,214.9,00-0039424,0.13038348082595874,9.0,corrected,0.0961538461538461,5.0,10.8,25.0,39.0,0.0,11.72,1.36,0.0,,5.0,0.29336283185840656,complementary,none,below_average_qb_context
Hollywood Brown,PHI,,215.9,00-0035662,0.14321493624772294,16.0,,0.1234567901234567,10.0,11.297297297297296,49.0,74.0,0.0,11.979591836734693,3.877551020408163,0.0,,3.0,0.243534482758621,complementary,none,average_qb_context
Andrei Iosivas,CIN,26.0,215.2,00-0038619,0.10811403508771934,15.0,,0.0853658536585365,7.0,10.448275862068966,33.0,58.0,3.0,13.181818181818182,3.121212121212121,0.2,4.666666666666667,1.0,0.32329358552631615,complementary,none,elite_qb_context
Ryan Flournoy,DAL,26.0,162.8,00-0039410,0.10455793520043936,15.0,,0.0673076923076923,7.0,8.321428571428571,40.0,56.0,4.0,11.875,5.1,0.26666666666666666,6.25,1.0,0.25205930807248833,complementary,none,elite_qb_context
Isaac TeSlaa,DET,24.0,169.3,00-0040669,0.05961038961038962,14.0,,0.1222222222222222,11.0,13.037037037037036,16.0,27.0,0.0,14.9375,3.4375,0.0,,2.0,0.312727272727273,unconfirmed,none,elite_qb_context
Tre' Harris,LAC,24.0,165.1,00-0040727,0.08398437499999999,16.0,,0.0632911392405063,5.0,9.255813953488373,30.0,43.0,2.0,10.8,4.633333333333334,0.125,5.0,4.0,0.224264705882353,complementary,none,below_average_qb_context
Jalen Tolbert,MIA,27.0,215.5,00-0037666,0.07935200439319053,12.0,corrected,0.048076923076923,5.0,11.657142857142857,18.0,34.0,0.0,11.277777777777779,2.5555555555555554,0.0,,4.0,0.140692640692641,boom_bust,none,below_average_qb_context
Chris Bell,MIA,22.0,215.0,,,,,,,,,,,,,,,4.0,0.140692640692641,unconfirmed,none,below_average_qb_context
Caleb Douglas,MIA,22.0,214.1,,,,,,,,,,,,,,,4.0,0.140692640692641,unconfirmed,none,below_average_qb_context
Dyami Brown,WAS,26.0,216.0,00-0036626,0.10453714475652318,11.0,corrected,0.1034482758620689,9.0,14.0,20.0,37.0,6.0,11.35,1.55,0.5454545454545454,5.0,1.0,0.2361111111111113,complementary,none,elite_qb_context
Ted Hurst,TB,22.0,204.7,,,,,,,,,,,,,,,4.0,0.234750462107209,unconfirmed,none,below_average_qb_context
Treylon Burks,WAS,26.0,215.8,00-0037742,0.10821759259259255,8.0,corrected,0.0784313725490196,4.0,13.454545454545457,10.0,22.0,0.0,13.0,3.4,0.0,,1.0,0.2361111111111113,unconfirmed,none,elite_qb_context
Ashton Dulin,IND,29.0,216.0,00-0035021,0.02672955974842769,12.0,,0.0120481927710843,1.0,15.8,5.0,10.0,3.0,21.2,10.6,0.25,14.666666666666666,2.0,0.17962264150943413,unconfirmed,none,elite_qb_context
Dontayvion Wicks,PHI,25.0,188.6,00-0038393,0.13076923076923078,13.0,corrected,0.0579710144927536,4.0,11.23913043478261,30.0,46.0,1.0,11.066666666666666,2.2333333333333334,0.07692307692307693,6.0,3.0,0.243534482758621,complementary,none,average_qb_context
Jack Bech,LV,23.0,215.4,00-0040729,0.07128397917871596,14.0,,0.064516129032258,4.0,8.275862068965518,20.0,29.0,0.0,11.2,3.4,0.0,,5.0,0.186234817813765,unconfirmed,none,below_average_qb_context
Elic Ayomanor,TEN,23.0,215.7,00-0040170,0.17841981132075493,16.0,,0.1568627450980392,8.0,12.651685393258427,41.0,89.0,0.0,12.560975609756097,2.8048780487804876,0.0,,5.0,0.29572564612326074,boom_bust,none,below_average_qb_context
Chimere Dike,TEN,24.0,215.9,00-0040705,0.139622641509434,17.0,,0.2745098039215686,14.0,8.094594594594595,48.0,74.0,11.0,8.8125,4.583333333333333,0.6470588235294118,1.6363636363636365,5.0,0.29572564612326074,complementary,red_zone,below_average_qb_context
Jahan Dotson,ATL,26.0,215.6,00-0037741,0.08793103448275859,15.0,,0.081967213114754,5.0,15.416666666666666,18.0,36.0,0.0,14.555555555555555,2.7777777777777777,0.0,,4.0,0.3057161207450221,complementary,deep_threat,below_average_qb_context
Jaylin Noel,HOU,23.0,215.0,00-0040138,0.0632911392405063,17.0,,0.0632911392405063,5.0,9.342857142857143,26.0,35.0,6.0,11.23076923076923,3.8076923076923075,0.35294117647058826,2.0,4.0,0.24593128390596747,boom_bust,none,below_average_qb_context
Pat Bryant,DEN,23.0,204.5,00-0040134,0.10972075869336144,13.0,corrected,0.0898876404494382,8.0,8.36734693877551,31.0,49.0,0.0,12.193548387096774,4.741935483870968,0.0,,2.0,0.2299783549783545,complementary,none,elite_qb_context
Savion Williams,GB,24.0,215.9,00-0040009,0.03079710144927535,12.0,,0.0579710144927536,4.0,1.7,10.0,10.0,11.0,7.8,6.1,0.9166666666666666,3.3636363636363638,2.0,0.2032608695652168,unconfirmed,none,elite_qb_context
Joshua Palmer,BUF,26.0,215.8,,,,,,,,,,,,,,,1.0,0.21072546972860132,unconfirmed,none,elite_qb_context
Luke McCaffrey,WAS,25.0,215.9,00-0039355,0.06558641975308638,9.0,corrected,0.0588235294117647,3.0,13.625,11.0,15.0,0.0,18.454545454545453,6.2727272727272725,0.0,,1.0,0.2361111111111113,unconfirmed,none,elite_qb_context
Marvin Mims,DEN,24.0,215.8,00-0038976,0.09897260273972605,15.0,,0.0337078651685393,3.0,9.372549019607844,37.0,51.0,12.0,8.702702702702704,6.243243243243243,0.8,6.5,2.0,0.2299783549783545,complementary,rushing,elite_qb_context
KaVontae Turpin,DAL,30.0,215.9,00-0037801,0.07095002745744099,15.0,,0.048076923076923,5.0,8.921052631578947,26.0,38.0,17.0,15.23076923076923,8.23076923076923,1.1333333333333333,5.235294117647059,1.0,0.25205930807248833,complementary,yac,elite_qb_context
Olamide Zaccheaus,ATL,29.0,216.0,00-0035208,0.14836197636949572,14.0,corrected,0.1830985915492957,13.0,7.0,39.0,65.0,4.0,8.025641025641026,3.5384615384615383,0.2857142857142857,6.25,4.0,0.3057161207450221,complementary,none,below_average_qb_context
Xavier Hutchinson,HOU,26.0,216.0,00-0038618,0.10951627486437655,16.0,,0.0886075949367088,7.0,10.24561403508772,35.0,57.0,3.0,12.228571428571428,4.171428571428572,0.1875,7.333333333333333,4.0,0.24593128390596747,complementary,none,below_average_qb_context
Calvin Austin,NYG,27.0,216.0,00-0037837,0.12794198139025786,14.0,corrected,0.0512820512820512,4.0,11.0,31.0,55.0,0.0,12.0,4.129032258064516,0.0,,3.0,0.3368162675098938,complementary,none,average_qb_context
DeMario Douglas,NE,25.0,215.9,00-0038621,0.10140041493775934,16.0,,0.106060606060606,7.0,9.673913043478262,31.0,46.0,7.0,14.419354838709678,6.903225806451613,0.4375,3.0,1.0,0.2955459770114948,complementary,none,elite_qb_context
Elijah Sarratt,BAL,23.0,210.5,,,,,,,,,,,,,,,3.0,0.28992628992629,unconfirmed,none,average_qb_context
Keon Coleman,BUF,23.0,211.3,00-0039901,0.17449547668754292,12.0,corrected,0.1538461538461538,12.0,10.629032258064516,38.0,59.0,0.0,10.631578947368421,2.3157894736842106,0.0,,1.0,0.21072546972860132,high_floor,none,elite_qb_context
Jaylin Lane,WAS,24.0,216.0,00-0040164,0.08395061728395065,15.0,,0.0392156862745098,2.0,13.34375,16.0,32.0,1.0,14.0625,2.4375,0.06666666666666667,7.0,1.0,0.2361111111111113,complementary,deep_threat,elite_qb_context
Nick Westbrook-Ikhine,IND,29.0,216.0,00-0036182,0.05661005661005662,13.0,,0.0298507462686567,2.0,5.5,11.0,20.0,0.0,8.090909090909092,2.5454545454545454,0.0,,2.0,0.17962264150943413,unconfirmed,none,elite_qb_context
Jahdae Walker,CHI,24.0,,00-0040277,0.0532581453634085,6.0,corrected,0.028169014084507,2.0,13.0,6.0,10.0,0.0,14.5,1.3333333333333333,0.0,,2.0,0.23966165413533824,unconfirmed,none,elite_qb_context
Demarcus Robinson,SF,31.0,216.0,00-0032775,0.07727272727272723,14.0,,0.0444444444444444,4.0,13.11111111111111,22.0,35.0,1.0,12.545454545454545,1.6363636363636365,0.07142857142857142,6.0,2.0,0.24353049907578625,boom_bust,none,elite_qb_context
Cedric Tillman,CLE,26.0,216.0,00-0038979,0.1058429118773946,12.0,corrected,0.0701754385964912,4.0,11.871794871794872,21.0,39.0,0.0,12.857142857142858,2.9523809523809526,0.0,,5.0,0.203065134099617,complementary,none,below_average_qb_context
Tutu Atwell,MIA,26.0,215.9,00-0036849,0.05486230636833054,8.0,corrected,0.0091743119266055,1.0,20.133333333333333,6.0,15.0,0.0,32.0,11.166666666666666,0.0,,4.0,0.140692640692641,unconfirmed,none,below_average_qb_context
Kevin Coleman,MIA,22.0,216.0,,,,,,,,,,,,,,,4.0,0.140692640692641,unconfirmed,none,below_average_qb_context
Kendrick Bourne,ARI,31.0,215.9,00-0033307,0.11701298701298705,14.0,corrected,0.0222222222222222,2.0,11.0188679245283,37.0,53.0,0.0,14.891891891891891,4.45945945945946,0.0,,4.0,0.204213938411669,complementary,none,below_average_qb_context
Kalif Raymond,CHI,31.0,215.9,00-0032464,0.061818181818181765,15.0,,0.0222222222222222,2.0,5.633333333333334,24.0,30.0,2.0,12.041666666666666,6.541666666666667,0.13333333333333333,9.5,2.0,0.23966165413533824,complementary,yac,elite_qb_context
Cyrus Allen,KC,23.0,,,,,,,,,,,,,,,,3.0,0.30191256830601004,unconfirmed,none,average_qb_context
Skyler Bell,BUF,24.0,215.5,,,,,,,,,,,,,,,1.0,0.21072546972860132,unconfirmed,none,elite_qb_context
Bryce Lance,NO,23.0,216.0,,,,,,,,,,,,,,,5.0,0.29336283185840656,unconfirmed,none,below_average_qb_context
Jordan Whittington,LAR,25.0,216.0,00-0039751,0.04876649454962711,15.0,,0.0091743119266055,1.0,6.84,18.0,25.0,3.0,9.5,4.888888888888889,0.2,4.0,1.0,0.3035714285714288,unconfirmed,none,elite_qb_context
Devontez Walker,BAL,25.0,215.8,00-0039792,0.041769041769041865,8.0,corrected,0.0178571428571428,1.0,24.5,6.0,8.0,0.0,22.666666666666668,3.8333333333333335,0.0,,3.0,0.28992628992629,unconfirmed,none,average_qb_context
Zavion Thomas,CHI,22.0,215.6,,,,,,,,,,,,,,,2.0,0.23966165413533824,unconfirmed,none,elite_qb_context
Odell Beckham,NYG,33.0,215.9,00-0031235,0.07108274647887322,8.0,,,,,,19.0,,,,,,3.0,0.3368162675098938,unconfirmed,none,average_qb_context
Malachi Fields,NYG,22.0,214.4,,,,,,,,,,,,,,,3.0,0.3368162675098938,unconfirmed,none,average_qb_context
Dont'e Thornton,LV,23.0,216.0,00-0040581,0.09385351490614656,11.0,corrected,0.032258064516129,2.0,16.566666666666666,10.0,30.0,0.0,13.5,3.8,0.0,,5.0,0.186234817813765,complementary,none,below_average_qb_context
Isaiah Bond,CLE,22.0,215.9,00-0040782,0.09553001277139209,15.0,,0.0701754385964912,4.0,17.068181818181817,18.0,44.0,5.0,18.77777777777778,4.388888888888889,0.3333333333333333,5.8,5.0,0.203065134099617,complementary,deep_threat,below_average_qb_context
Konata Mumpfield,LAR,23.0,216.0,00-0040590,0.06729776247848537,10.0,corrected,0.036697247706422,4.0,12.869565217391305,10.0,23.0,0.0,9.2,2.5,0.0,,1.0,0.3035714285714288,unconfirmed,none,elite_qb_context
Brenen Thompson,LAC,23.0,215.7,,,,,,,,,,,,,,,4.0,0.224264705882353,unconfirmed,none,below_average_qb_context
Mack Hollins,NE,32.0,215.9,00-0033555,0.16375222288085314,14.0,corrected,0.0757575757575757,5.0,13.092307692307692,46.0,65.0,1.0,11.956521739130435,2.347826086956522,0.07142857142857142,4.0,1.0,0.2955459770114948,boom_bust,none,elite_qb_context
KeAndre Lambert-Smith,LAC,24.0,216.0,00-0040184,0.03750000000000006,10.0,,0.0253164556962025,2.0,17.583333333333332,5.0,12.0,0.0,10.2,4.2,0.0,,4.0,0.224264705882353,unconfirmed,none,below_average_qb_context
Kyle Williams,NE,23.0,216.0,00-0024348,0.05290456431535275,14.0,,0.0,0.0,19.047619047619047,,,,,,,,1.0,0.2955459770114948,unconfirmed,none,elite_qb_context
Tez Johnson,TB,24.0,215.9,00-0040237,0.09217498459642638,15.0,,0.0921052631578947,7.0,11.727272727272728,28.0,44.0,7.0,11.5,3.9285714285714284,0.4666666666666667,3.142857142857143,4.0,0.234750462107209,complementary,none,below_average_qb_context
Jimmy Horn,CAR,23.0,215.9,00-0040218,0.053125,10.0,corrected,0.0416666666666666,3.0,6.0,11.0,15.0,8.0,9.818181818181818,6.454545454545454,0.8,8.625,5.0,0.254166666666667,unconfirmed,none,below_average_qb_context
Mitch Tinsley,CIN,26.0,216.0,,,,,,,,,,,,,,,1.0,0.32329358552631615,unconfirmed,none,elite_qb_context
Jalen Royals,KC,23.0,216.0,00-0040646,0.04644808743169365,2.0,corrected,0.0,0.0,7.333333333333333,2.0,3.0,0.0,2.0,2.0,0.0,,3.0,0.30191256830601004,unconfirmed,none,average_qb_context
Anthony Gould,IND,25.0,,00-0039816,0.005831903945111372,11.0,,0.0,0.0,-1.0,2.0,2.0,0.0,3.0,4.0,0.0,,2.0,0.17962264150943413,unconfirmed,none,elite_qb_context
Malik Benson,LV,23.0,,,,,,,,,,,,,,,,5.0,0.186234817813765,unconfirmed,none,below_average_qb_context
Greg Dortch,DET,28.0,216.0,00-0035500,0.07576985413290117,12.0,corrected,0.0666666666666666,7.0,1.7575757575757576,29.0,33.0,7.0,7.103448275862069,6.689655172413793,0.5833333333333334,2.142857142857143,2.0,0.312727272727273,complementary,yac,elite_qb_context
Bo Melton,GB,27.0,,00-0037091,,,,0.0,0.0,17.076923076923077,,,,,,,,2.0,0.2032608695652168,unconfirmed,none,elite_qb_context
Ben Skowronek,PIT,29.0,216.0,00-0036862,0.0122126436781609,16.0,,0.0128205128205128,1.0,10.166666666666666,4.0,6.0,0.0,17.25,5.75,0.0,,3.0,0.21494252873563208,unconfirmed,none,average_qb_context
Tyrell Shavers,BUF,26.0,216.0,00-0038679,0.0742076295312204,11.0,corrected,0.0,0.0,12.956521739130435,15.0,23.0,0.0,16.333333333333332,4.266666666666667,0.0,,1.0,0.21072546972860132,unconfirmed,none,elite_qb_context
Derius Davis,LAC,25.0,216.0,00-0038573,0.008522727272727208,11.0,,0.0,0.0,11.0,2.0,3.0,2.0,5.0,4.0,0.18181818181818182,2.5,4.0,0.224264705882353,unconfirmed,none,below_average_qb_context
Malachi Corley,CLE,24.0,216.0,00-0039920,0.03799489144316729,12.0,,0.0175438596491228,1.0,-0.5,11.0,14.0,13.0,7.181818181818182,6.181818181818182,1.0833333333333333,9.76923076923077,5.0,0.203065134099617,unconfirmed,none,below_average_qb_context
Xavier Smith,LAR,28.0,216.0,00-0038359,0.04388984509466439,16.0,,0.0275229357798165,3.0,16.875,18.0,24.0,0.0,16.833333333333332,5.944444444444445,0.0,,1.0,0.3035714285714288,unconfirmed,none,elite_qb_context
Isaiah Williams,NYJ,25.0,216.0,00-0039451,0.08644067796610173,15.0,,0.0163934426229508,1.0,3.388888888888889,26.0,36.0,3.0,7.423076923076923,4.576923076923077,0.2,11.333333333333334,5.0,0.30357142857142855,complementary,none,below_average_qb_context
Colbie Young,CIN,24.0,216.0,,,,,,,,,,,,,,,1.0,0.32329358552631615,unconfirmed,none,elite_qb_context
CJ Daniels,LAR,24.0,216.0,,,,,,,,,,,,,,,1.0,0.3035714285714288,unconfirmed,none,elite_qb_context
Justin Watson,HOU,30.0,,00-0034386,0.059667477388996276,18.0,corrected,0.0253164556962025,2.0,8.25,3.0,36.0,0.0,10.0,4.666666666666667,0.0,,4.0,0.24593128390596747,complementary,none,below_average_qb_context
Jonathan Mingo,DAL,25.0,,00-0039062,0.07991638564776511,19.0,,0.0,0.0,19.4,1.0,47.0,0.0,25.0,4.0,0.0,,1.0,0.25205930807248833,boom_bust,none,elite_qb_context
Tai Felton,MIN,23.0,216.0,00-0040154,0.009081196581196566,12.0,,0.0,0.0,3.6666666666666665,3.0,3.0,0.0,8.333333333333334,4.666666666666667,0.0,,5.0,0.301282051282051,unconfirmed,none,below_average_qb_context
Darius Cooper,PHI,24.0,216.0,00-0040024,0.06716954022988494,6.0,corrected,0.0,0.0,9.909090909090908,9.0,11.0,0.0,10.222222222222221,2.4444444444444446,0.0,,3.0,0.243534482758621,unconfirmed,none,average_qb_context
Barion Brown,NO,22.0,216.0,,,,,,,,,,,,,,,5.0,0.29336283185840656,unconfirmed,none,below_average_qb_context
Laquon Treadwell,IND,31.0,216.0,00-0032951,0.0,6.0,,,,,0.0,0.0,0.0,,,0.0,,2.0,0.17962264150943413,unconfirmed,none,elite_qb_context
Reggie Virgil,ARI,22.0,216.0,,,,,,,,,,,,,,,4.0,0.204213938411669,unconfirmed,none,below_average_qb_context
Brycen Tremayne,CAR,26.0,,00-0038840,0.042499999999999996,15.0,,0.0138888888888888,1.0,8.722222222222221,14.0,18.0,0.0,11.428571428571429,4.142857142857143,0.0,,5.0,0.254166666666667,unconfirmed,none,below_average_qb_context
Kaden Wetjen,PIT,24.0,216.0,,,,,,,,,,,,,,,3.0,0.21494252873563208,unconfirmed,none,average_qb_context
Arian Smith,NYJ,24.0,216.0,00-0040582,0.04432855280312912,13.0,,0.0,0.0,13.5,7.0,16.0,4.0,7.428571428571429,4.714285714285714,0.3076923076923077,3.25,5.0,0.30357142857142855,unconfirmed,none,below_average_qb_context
Kameron Johnson,TB,24.0,,00-0039589,0.0129390018484288,17.0,,0.0,0.0,12.571428571428571,4.0,7.0,2.0,16.0,5.0,0.11764705882352941,6.5,4.0,0.234750462107209,unconfirmed,none,below_average_qb_context
JuJu Smith-Schuster,NYG,29.0,216.0,00-0033857,0.0819672131147541,17.0,,0.1111111111111111,9.0,5.422222222222223,33.0,45.0,0.0,10.454545454545455,5.787878787878788,0.0,,3.0,0.3368162675098938,complementary,none,average_qb_context
David Moore,CAR,31.0,216.0,00-0033589,0.10589294651794644,18.0,,0.0,0.0,5.0,1.0,58.0,1.0,5.0,0.0,0.3333333333333333,12.0,5.0,0.254166666666667,complementary,none,below_average_qb_context
Braxton Berrios,NYG,30.0,,00-0034419,0.03656495937651208,10.0,corrected,0.0253164556962025,2.0,3.0,6.0,12.0,0.0,6.166666666666667,3.0,0.0,,3.0,0.3368162675098938,unconfirmed,none,average_qb_context
Devin Duvernay,ARI,28.0,216.0,00-0036331,0.0093984962406015,17.0,,0.0140845070422535,1.0,15.0,2.0,5.0,0.0,13.0,0.0,0.0,,4.0,0.204213938411669,unconfirmed,none,below_average_qb_context
Mason Kinsey,TEN,27.0,,00-0036176,0.021383647798741984,6.0,,0.0,0.0,23.0,2.0,4.0,0.0,24.0,1.5,0.0,,5.0,0.29572564612326074,unconfirmed,none,below_average_qb_context
Michael Bandy,DEN,28.0,,00-0036959,0.029109589041095674,4.0,corrected,0.0112359550561797,1.0,6.0,4.0,4.0,0.0,12.5,6.5,0.0,,2.0,0.2299783549783545,unconfirmed,none,elite_qb_context
Skyy Moore,GB,25.0,216.0,00-0038090,0.0127272727272727,17.0,,0.0,0.0,15.714285714285714,5.0,7.0,2.0,17.4,5.8,0.11764705882352941,5.5,2.0,0.2032608695652168,unconfirmed,none,elite_qb_context
Britain Covey,PHI,29.0,,00-0037132,0.0244252873563218,6.0,,0.0,0.0,2.0,2.0,4.0,0.0,10.0,10.0,0.0,,3.0,0.243534482758621,unconfirmed,none,average_qb_context
Dareke Young,LV,27.0,216.0,00-0037093,0.014010989010988812,8.0,,0.0,0.0,19.0,2.0,3.0,0.0,24.0,0.0,0.0,,5.0,0.186234817813765,unconfirmed,none,below_average_qb_context
Jacob Cowing,SF,25.0,216.0,00-0039365,0.013255360623781633,15.0,,,,,,6.0,,,,,,2.0,0.24353049907578625,unconfirmed,none,elite_qb_context
Charlie Jones,CIN,27.0,,00-0038576,0.0019971804511277427,14.0,,0.0,0.0,42.0,0.0,1.0,0.0,,,0.0,,1.0,0.32329358552631615,unconfirmed,none,elite_qb_context
Jalen Brooks,ARI,26.0,216.0,00-0038640,0.0581161900019599,17.0,corrected,0.0,0.0,11.333333333333334,3.0,36.0,0.0,17.0,6.333333333333333,0.0,,4.0,0.204213938411669,boom_bust,none,below_average_qb_context
Nikko Remigio,KC,26.0,216.0,00-0038519,0.0022118136872235072,14.0,,0.0,0.0,18.0,1.0,1.0,1.0,21.0,3.0,0.07142857142857142,11.0,3.0,0.30191256830601004,unconfirmed,none,average_qb_context
Jeshaun Jones,MIN,26.0,,00-0039710,0.0,1.0,,,,,0.0,0.0,0.0,,,0.0,,5.0,0.301282051282051,unconfirmed,none,below_average_qb_context
