Age,total_rb_seasons,top36_rb_seasons,top36_total_slots,top36_rate,top36_rate_pct,top24_rb_seasons,top24_total_slots,top24_rate,top24_rate_pct,top20_rb_seasons,top20_total_slots,top20_rate,top20_rate_pct,top15_rb_seasons,top15_total_slots,top15_rate,top15_rate_pct,top12_rb_seasons,top12_total_slots,top12_rate,top12_rate_pct,top6_rb_seasons,top6_total_slots,top6_rate,top6_rate_pct,top5_rb_seasons,top5_total_slots,top5_rate,top5_rate_pct,top3_rb_seasons,top3_total_slots,top3_rate,top3_rate_pct,top1_rb_seasons,top1_total_slots,top1_rate,top1_rate_pct
32,9,3,108,0.027777777777777776,2.78,2,72,0.027777777777777776,2.78,2,60,0.03333333333333333,3.33,1,45,0.022222222222222223,2.22,1,36,0.027777777777777776,2.78,1,18,0.05555555555555555,5.56,0,15,0.0,0.0,0,9,0.0,0.0,0,3,0.0,0.0
33,9,3,108,0.027777777777777776,2.78,2,72,0.027777777777777776,2.78,2,60,0.03333333333333333,3.33,0,45,0.0,0.0,0,36,0.0,0.0,0,18,0.0,0.0,0,15,0.0,0.0,0,9,0.0,0.0,0,3,0.0,0.0
34,4,2,108,0.018518518518518517,1.85,1,72,0.013888888888888888,1.39,1,60,0.016666666666666666,1.67,1,45,0.022222222222222223,2.22,0,36,0.0,0.0,0,18,0.0,0.0,0,15,0.0,0.0,0,9,0.0,0.0,0,3,0.0,0.0
35,7,4,108,0.037037037037037035,3.7,4,72,0.05555555555555555,5.56,2,60,0.03333333333333333,3.33,2,45,0.044444444444444446,4.44,0,36,0.0,0.0,0,18,0.0,0.0,0,15,0.0,0.0,0,9,0.0,0.0,0,3,0.0,0.0
36,5,3,108,0.027777777777777776,2.78,3,72,0.041666666666666664,4.17,1,60,0.016666666666666666,1.67,0,45,0.0,0.0,0,36,0.0,0.0,0,18,0.0,0.0,0,15,0.0,0.0,0,9,0.0,0.0,0,3,0.0,0.0
37,4,2,108,0.018518518518518517,1.85,1,72,0.013888888888888888,1.39,1,60,0.016666666666666666,1.67,1,45,0.022222222222222223,2.22,1,36,0.027777777777777776,2.78,1,18,0.05555555555555555,5.56,1,15,0.06666666666666667,6.67,1,9,0.1111111111111111,11.11,0,3,0.0,0.0
38,4,1,108,0.009259259259259259,0.93,0,72,0.0,0.0,0,60,0.0,0.0,0,45,0.0,0.0,0,36,0.0,0.0,0,18,0.0,0.0,0,15,0.0,0.0,0,9,0.0,0.0,0,3,0.0,0.0
39,2,1,108,0.009259259259259259,0.93,0,72,0.0,0.0,0,60,0.0,0.0,0,45,0.0,0.0,0,36,0.0,0.0,0,18,0.0,0.0,0,15,0.0,0.0,0,9,0.0,0.0,0,3,0.0,0.0
40,2,1,108,0.009259259259259259,0.93,0,72,0.0,0.0,0,60,0.0,0.0,0,45,0.0,0.0,0,36,0.0,0.0,0,18,0.0,0.0,0,15,0.0,0.0,0,9,0.0,0.0,0,3,0.0,0.0
41,1,1,108,0.009259259259259259,0.93,1,72,0.013888888888888888,1.39,1,60,0.016666666666666666,1.67,1,45,0.022222222222222223,2.22,0,36,0.0,0.0,0,18,0.0,0.0,0,15,0.0,0.0,0,9,0.0,0.0,0,3,0.0,0.0
42,1,1,108,0.009259259259259259,0.93,1,72,0.013888888888888888,1.39,1,60,0.016666666666666666,1.67,0,45,0.0,0.0,0,36,0.0,0.0,0,18,0.0,0.0,0,15,0.0,0.0,0,9,0.0,0.0,0,3,0.0,0.0
